claim_id	occurrence_id	section	paragraph	citation_key	work	claim_type	affirmation_pt	source_excerpt	fact_checked	pages
CLM-091	CIT-018	2.4 Escolha do índice da OIT e adaptação às bases brasileiras	1	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	A escolha do ILO Global Index apoia-se em sua compatibilidade com as classificações ocupacionais brasileiras.	Esta dissertação adota o ILO Global Index (Gmyrek et al., 2025) como medida principal de exposição ocupacional à inteligência artificial. A escolha se apoia em dois critérios: a compatibilidade do índice com as classificações ocupacionais brasileiras e a robustez metodológica da sua construção.		
CLM-092	CIT-018	2.4 Escolha do índice da OIT e adaptação às bases brasileiras	1	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	AUTHOR_INFERENCE	A escolha do ILO Global Index apoia-se na robustez metodológica de sua construção.	Esta dissertação adota o ILO Global Index (Gmyrek et al., 2025) como medida principal de exposição ocupacional à inteligência artificial. A escolha se apoia em dois critérios: a compatibilidade do índice com as classificações ocupacionais brasileiras e a robustez metodológica da sua construção.		
CLM-093	CIT-019	3.1 Base analítica e amostra	1	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A base analítica combina os microdados da PNAD Contínua do terceiro trimestre de 2025 com o ILO Global Index.	A base analítica desta etapa combina os microdados da PNAD Contínua do 3º trimestre de 2025, produzida pelo IBGE, ao ILO Global Index (Gmyrek et al., 2025).		
CLM-094	CIT-020	3.1 Base analítica e amostra	4	gmyrek_generative_2025	Generative AI and jobs: A refined global index of occupational exposure	DIRECT	A fonte declarada para a base é a combinação da PNAD Contínua do terceiro trimestre de 2025 com o ILO Working Paper 140.	Fonte | PNADc 3T/2025 (IBGE) + ILO WP140 (Gmyrek et al., 2025)		
CLM-095	CIT-021	3.1 Base analítica e amostra	4	brasil_decreto_12342_2024	Decreto nº 12.342, de 30 de dezembro de 2024	DIRECT	O salário mínimo adotado como referência é de R$ 1.518.	Salário mínimo de referência | R$ 1.518 (Brasil, 2024)		
CLM-096	CIT-022	3.5.2 Análise por raça	2	osorio_o_2003	O sistema classificatório de “cor ou raça” do IBGE	DIRECT	A categoria de trabalhadores negros é definida pela agregação de pessoas pretas e pardas, conforme Osorio (2003).	O padrão racial é semelhante em magnitude, mas oposto à direção que se costuma esperar em análises de desigualdade: trabalhadores brancos têm exposição média de 0,305, contra 0,257 entre trabalhadores negros, definidos pela agregação de pretos e pardos conforme Osorio (2003), uma diferença relativa de +19% sobre a média negra. Em alta exposição, 12,5% dos brancos (5,2 milhões) estão expostos, contra 8,4% dos negros (4,5 milhões): os brancos são 1,5 vez mais presentes na alta exposição, mesmo sendo um contingente 11,9 milhões menor na força de trabalho ocupada (41,5 ante 53,4 milhões). A interpretação econômica conecta-se diretamente ao que foi visto: as ocupações de alta exposição são, em sua maioria, white collar e, no Brasil, esse tipo de trabalho está historicamente associado a maior renda e escolaridade. O país carrega um legado de desigualdade racial, com uma estrutura de mercado de trabalho forjada em séculos de escravidão, que concentrou e ainda concentra grande parte da população negra em ocupações elementares, da construção, dos serviços domésticos e da indústria de transformação, setores de alto volume, baixa remuneração e baixa exposição à IA.		
CLM-097	CIT-023	3.5.3 Análise por faixa etária	2	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	Brynjolfsson, Chandar e Chen (2025) documentam, nos Estados Unidos, efeitos diferenciados após o lançamento do ChatGPT para a coorte jovem mais exposta.	Esse achado tem peso analítico relevante para a Etapa 2 desta dissertação, em que avalio se essa coorte mais exposta sofreu efeitos diferenciados após o lançamento do ChatGPT, padrão já documentado por Brynjolfsson, Chandar e Chen (2025) nos Estados Unidos.		
CLM-098	CIT-024	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	Brynjolfsson, Chandar e Chen (2025) são a principal referência para a abordagem de diferenças em diferenças e estudo de eventos aplicada à difusão da IA.	Para a estratégia empírica, a principal referência foi a abordagem de diferenças em diferenças e de estudo de eventos aplicados à difusão da IA feita por Brynjolfsson, Chandar e Chen (2025).		
CLM-099	CIT-024	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	O estudo acompanha o mercado de trabalho dos Estados Unidos usando registros de folha de pagamento da ADP.	Para a estratégia empírica, a principal referência foi a abordagem de diferenças em diferenças e de estudo de eventos aplicados à difusão da IA feita por Brynjolfsson, Chandar e Chen (2025). Esse estudo acompanhou o mercado de trabalho americano a partir dos registros de folha de pagamento da ADP, uma das maiores processadoras de folha dos Estados Unidos, que paga salários para mais de 25 milhões de trabalhadores.		
CLM-100	CIT-024	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	A ADP é apresentada como uma das maiores processadoras de folha de pagamento dos Estados Unidos.	Para a estratégia empírica, a principal referência foi a abordagem de diferenças em diferenças e de estudo de eventos aplicados à difusão da IA feita por Brynjolfsson, Chandar e Chen (2025). Esse estudo acompanhou o mercado de trabalho americano a partir dos registros de folha de pagamento da ADP, uma das maiores processadoras de folha dos Estados Unidos, que paga salários para mais de 25 milhões de trabalhadores.		
CLM-101	CIT-024	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	A ADP processa salários de mais de 25 milhões de trabalhadores.	Para a estratégia empírica, a principal referência foi a abordagem de diferenças em diferenças e de estudo de eventos aplicados à difusão da IA feita por Brynjolfsson, Chandar e Chen (2025). Esse estudo acompanhou o mercado de trabalho americano a partir dos registros de folha de pagamento da ADP, uma das maiores processadoras de folha dos Estados Unidos, que paga salários para mais de 25 milhões de trabalhadores.		
CLM-102	CIT-024	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	Os dados mensais da ADP permitem aos autores observar admissões, desligamentos e salários em alta frequência e quase em tempo real.	Para a estratégia empírica, a principal referência foi a abordagem de diferenças em diferenças e de estudo de eventos aplicados à difusão da IA feita por Brynjolfsson, Chandar e Chen (2025). Esse estudo acompanhou o mercado de trabalho americano a partir dos registros de folha de pagamento da ADP, uma das maiores processadoras de folha dos Estados Unidos, que paga salários para mais de 25 milhões de trabalhadores. Como a empresa processa esses pagamentos mês a mês, os autores conseguem observar admissões, desligamentos e salários em altíssima frequência e quase em tempo real, montando um painel mensal de milhões de vínculos por firma.		
CLM-103	CIT-024	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	O estudo constrói um painel mensal de milhões de vínculos organizados por firma.	Para a estratégia empírica, a principal referência foi a abordagem de diferenças em diferenças e de estudo de eventos aplicados à difusão da IA feita por Brynjolfsson, Chandar e Chen (2025). Esse estudo acompanhou o mercado de trabalho americano a partir dos registros de folha de pagamento da ADP, uma das maiores processadoras de folha dos Estados Unidos, que paga salários para mais de 25 milhões de trabalhadores. Como a empresa processa esses pagamentos mês a mês, os autores conseguem observar admissões, desligamentos e salários em altíssima frequência e quase em tempo real, montando um painel mensal de milhões de vínculos por firma.		
CLM-104	CIT-025	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	A unidade de estimação do estudo não é o vínculo individual.	A unidade da estimação, porém, não é o vínculo: os autores agregam o emprego em células de firma por quintil de exposição por mês e estimam uma regressão de Poisson com efeitos fixos de firma por quintil e de firma por tempo (Brynjolfsson, Chandar e Chen, 2025, p. 15).		
CLM-105	CIT-025	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	O estudo agrega o emprego em células de firma por quintil de exposição por mês.	A unidade da estimação, porém, não é o vínculo: os autores agregam o emprego em células de firma por quintil de exposição por mês e estimam uma regressão de Poisson com efeitos fixos de firma por quintil e de firma por tempo (Brynjolfsson, Chandar e Chen, 2025, p. 15).		
CLM-106	CIT-025	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	O estudo estima uma regressão de Poisson.	A unidade da estimação, porém, não é o vínculo: os autores agregam o emprego em células de firma por quintil de exposição por mês e estimam uma regressão de Poisson com efeitos fixos de firma por quintil e de firma por tempo (Brynjolfsson, Chandar e Chen, 2025, p. 15).		
CLM-107	CIT-025	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	A regressão inclui efeitos fixos de firma por quintil de exposição.	A unidade da estimação, porém, não é o vínculo: os autores agregam o emprego em células de firma por quintil de exposição por mês e estimam uma regressão de Poisson com efeitos fixos de firma por quintil e de firma por tempo (Brynjolfsson, Chandar e Chen, 2025, p. 15).		
CLM-108	CIT-025	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	A regressão inclui efeitos fixos de firma por tempo.	A unidade da estimação, porém, não é o vínculo: os autores agregam o emprego em células de firma por quintil de exposição por mês e estimam uma regressão de Poisson com efeitos fixos de firma por quintil e de firma por tempo (Brynjolfsson, Chandar e Chen, 2025, p. 15).		
CLM-109	CIT-025	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	A granularidade dos dados e o desenho permitem detectar ajustes por ocupação e idade logo após o lançamento do ChatGPT.	A unidade da estimação, porém, não é o vínculo: os autores agregam o emprego em células de firma por quintil de exposição por mês e estimam uma regressão de Poisson com efeitos fixos de firma por quintil e de firma por tempo (Brynjolfsson, Chandar e Chen, 2025, p. 15). Essa granularidade, combinada a esse desenho, permitiu detectar ajustes finos por ocupação e por idade logo após o lançamento do ChatGPT.		
CLM-110	CIT-025	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	O principal ajuste identificado pelo estudo concentra-se na porta de entrada do mercado de trabalho.	O principal achado do estudo é que esse ajuste se concentrou na porta de entrada do mercado: os trabalhadores mais jovens, de 22 a 25 anos, em ocupações mais expostas, como desenvolvimento de software e atendimento ao cliente, apresentaram queda relativa de cerca de 16% no emprego, na especificação com controles de firma e tempo da versão de 13 de novembro de 2025, enquanto o emprego dos trabalhadores mais velhos e experientes nas mesmas ocupações permaneceu estável ou até cresceu.		
CLM-111	CIT-025	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	Na versão de 13 de novembro de 2025 e na especificação com controles de firma e tempo, trabalhadores de 22 a 25 anos em ocupações mais expostas, como desenvolvimento de software e atendimento ao cliente, apresentaram queda relativa de cerca de 16% no emprego.	O principal achado do estudo é que esse ajuste se concentrou na porta de entrada do mercado: os trabalhadores mais jovens, de 22 a 25 anos, em ocupações mais expostas, como desenvolvimento de software e atendimento ao cliente, apresentaram queda relativa de cerca de 16% no emprego, na especificação com controles de firma e tempo da versão de 13 de novembro de 2025, enquanto o emprego dos trabalhadores mais velhos e experientes nas mesmas ocupações permaneceu estável ou até cresceu.		
CLM-112	CIT-025	4.1 Abordagem de diferenças em diferenças	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	AUTHOR_INFERENCE	O emprego de trabalhadores mais velhos e experientes nas mesmas ocupações permaneceu estável ou cresceu.	O principal achado do estudo é que esse ajuste se concentrou na porta de entrada do mercado: os trabalhadores mais jovens, de 22 a 25 anos, em ocupações mais expostas, como desenvolvimento de software e atendimento ao cliente, apresentaram queda relativa de cerca de 16% no emprego, na especificação com controles de firma e tempo da versão de 13 de novembro de 2025, enquanto o emprego dos trabalhadores mais velhos e experientes nas mesmas ocupações permaneceu estável ou até cresceu.		
CLM-113	CIT-026	4.1 Abordagem de diferenças em diferenças	5	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	DIRECT	Brynjolfsson, Chandar e Chen (2025) usam o lançamento público do ChatGPT, em 30 de novembro de 2022, como evento do estudo.	O evento escolhido é o lançamento público do ChatGPT, em 30 de novembro de 2022, tratado como marco inicial da difusão dos LLMs (Large Language Models). Essa escolha dialoga com a literatura recente e é o evento usado no estudo de referência de Brynjolfsson, Chandar e Chen (2025).		
CLM-114	CIT-027	4.1 Abordagem de diferenças em diferenças	6	goodman_bacon_difference_2021	Difference-in-differences with variation in treatment timing	DIRECT	Estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas quando as unidades são tratadas em momentos diferentes.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020).		
CLM-114	CIT-028	4.1 Abordagem de diferenças em diferenças	6	callaway_difference_2021	Difference-in-differences with multiple time periods	DIRECT	Estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas quando as unidades são tratadas em momentos diferentes.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020).		
CLM-114	CIT-029	4.1 Abordagem de diferenças em diferenças	6	sun_estimating_2021	Estimating dynamic treatment effects in event studies with heterogeneous treatment effects	DIRECT	Estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas quando as unidades são tratadas em momentos diferentes.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020).		
CLM-114	CIT-030	4.1 Abordagem de diferenças em diferenças	6	de_chaisemartin_two-way_2020	Two-way fixed effects estimators with heterogeneous treatment effects	DIRECT	Estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas quando as unidades são tratadas em momentos diferentes.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020).		
CLM-115	CIT-027	4.1 Abordagem de diferenças em diferenças	6	goodman_bacon_difference_2021	Difference-in-differences with variation in treatment timing	DIRECT	Estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir estimativas viesadas quando as unidades são tratadas em momentos diferentes.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020).		
CLM-115	CIT-028	4.1 Abordagem de diferenças em diferenças	6	callaway_difference_2021	Difference-in-differences with multiple time periods	DIRECT	Estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir estimativas viesadas quando as unidades são tratadas em momentos diferentes.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020).		
CLM-115	CIT-029	4.1 Abordagem de diferenças em diferenças	6	sun_estimating_2021	Estimating dynamic treatment effects in event studies with heterogeneous treatment effects	DIRECT	Estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir estimativas viesadas quando as unidades são tratadas em momentos diferentes.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020).		
CLM-115	CIT-030	4.1 Abordagem de diferenças em diferenças	6	de_chaisemartin_two-way_2020	Two-way fixed effects estimators with heterogeneous treatment effects	DIRECT	Estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir estimativas viesadas quando as unidades são tratadas em momentos diferentes.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020).		
CLM-116	CIT-027	4.1 Abordagem de diferenças em diferenças	6	goodman_bacon_difference_2021	Difference-in-differences with variation in treatment timing	AUTHOR_INFERENCE	O problema associado ao tratamento em momentos diferentes não se aplica ao desenho desta dissertação.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse problema não se aplica a este desenho. Aqui a data de tratamento é única e comum a todas as ocupações expostas — o lançamento público do ChatGPT — e existe um grupo que nunca é tratado, as ocupações não expostas. Sem adoção escalonada não há comparações entre coortes tratadas em momentos distintos, que é a fonte das ponderações negativas. Nesse caso, o estimador de dois grupos e dois períodos com efeitos fixos é o estimador correto sob a hipótese de tendências paralelas, e os estimadores robustos a escalonamento seriam numericamente equivalentes a ele.		
CLM-116	CIT-028	4.1 Abordagem de diferenças em diferenças	6	callaway_difference_2021	Difference-in-differences with multiple time periods	AUTHOR_INFERENCE	O problema associado ao tratamento em momentos diferentes não se aplica ao desenho desta dissertação.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse problema não se aplica a este desenho. Aqui a data de tratamento é única e comum a todas as ocupações expostas — o lançamento público do ChatGPT — e existe um grupo que nunca é tratado, as ocupações não expostas. Sem adoção escalonada não há comparações entre coortes tratadas em momentos distintos, que é a fonte das ponderações negativas. Nesse caso, o estimador de dois grupos e dois períodos com efeitos fixos é o estimador correto sob a hipótese de tendências paralelas, e os estimadores robustos a escalonamento seriam numericamente equivalentes a ele.		
CLM-116	CIT-029	4.1 Abordagem de diferenças em diferenças	6	sun_estimating_2021	Estimating dynamic treatment effects in event studies with heterogeneous treatment effects	AUTHOR_INFERENCE	O problema associado ao tratamento em momentos diferentes não se aplica ao desenho desta dissertação.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse problema não se aplica a este desenho. Aqui a data de tratamento é única e comum a todas as ocupações expostas — o lançamento público do ChatGPT — e existe um grupo que nunca é tratado, as ocupações não expostas. Sem adoção escalonada não há comparações entre coortes tratadas em momentos distintos, que é a fonte das ponderações negativas. Nesse caso, o estimador de dois grupos e dois períodos com efeitos fixos é o estimador correto sob a hipótese de tendências paralelas, e os estimadores robustos a escalonamento seriam numericamente equivalentes a ele.		
CLM-116	CIT-030	4.1 Abordagem de diferenças em diferenças	6	de_chaisemartin_two-way_2020	Two-way fixed effects estimators with heterogeneous treatment effects	AUTHOR_INFERENCE	O problema associado ao tratamento em momentos diferentes não se aplica ao desenho desta dissertação.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse problema não se aplica a este desenho. Aqui a data de tratamento é única e comum a todas as ocupações expostas — o lançamento público do ChatGPT — e existe um grupo que nunca é tratado, as ocupações não expostas. Sem adoção escalonada não há comparações entre coortes tratadas em momentos distintos, que é a fonte das ponderações negativas. Nesse caso, o estimador de dois grupos e dois períodos com efeitos fixos é o estimador correto sob a hipótese de tendências paralelas, e os estimadores robustos a escalonamento seriam numericamente equivalentes a ele.		
CLM-117	CIT-027	4.1 Abordagem de diferenças em diferenças	6	goodman_bacon_difference_2021	Difference-in-differences with variation in treatment timing	AUTHOR_INFERENCE	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse problema não se aplica a este desenho. Aqui a data de tratamento é única e comum a todas as ocupações expostas — o lançamento público do ChatGPT — e existe um grupo que nunca é tratado, as ocupações não expostas. Sem adoção escalonada não há comparações entre coortes tratadas em momentos distintos, que é a fonte das ponderações negativas. Nesse caso, o estimador de dois grupos e dois períodos com efeitos fixos é o estimador correto sob a hipótese de tendências paralelas, e os estimadores robustos a escalonamento seriam numericamente equivalentes a ele.		
CLM-117	CIT-028	4.1 Abordagem de diferenças em diferenças	6	callaway_difference_2021	Difference-in-differences with multiple time periods	AUTHOR_INFERENCE	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse problema não se aplica a este desenho. Aqui a data de tratamento é única e comum a todas as ocupações expostas — o lançamento público do ChatGPT — e existe um grupo que nunca é tratado, as ocupações não expostas. Sem adoção escalonada não há comparações entre coortes tratadas em momentos distintos, que é a fonte das ponderações negativas. Nesse caso, o estimador de dois grupos e dois períodos com efeitos fixos é o estimador correto sob a hipótese de tendências paralelas, e os estimadores robustos a escalonamento seriam numericamente equivalentes a ele.		
CLM-117	CIT-029	4.1 Abordagem de diferenças em diferenças	6	sun_estimating_2021	Estimating dynamic treatment effects in event studies with heterogeneous treatment effects	AUTHOR_INFERENCE	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse problema não se aplica a este desenho. Aqui a data de tratamento é única e comum a todas as ocupações expostas — o lançamento público do ChatGPT — e existe um grupo que nunca é tratado, as ocupações não expostas. Sem adoção escalonada não há comparações entre coortes tratadas em momentos distintos, que é a fonte das ponderações negativas. Nesse caso, o estimador de dois grupos e dois períodos com efeitos fixos é o estimador correto sob a hipótese de tendências paralelas, e os estimadores robustos a escalonamento seriam numericamente equivalentes a ele.		
CLM-117	CIT-030	4.1 Abordagem de diferenças em diferenças	6	de_chaisemartin_two-way_2020	Two-way fixed effects estimators with heterogeneous treatment effects	AUTHOR_INFERENCE	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse problema não se aplica a este desenho. Aqui a data de tratamento é única e comum a todas as ocupações expostas — o lançamento público do ChatGPT — e existe um grupo que nunca é tratado, as ocupações não expostas. Sem adoção escalonada não há comparações entre coortes tratadas em momentos distintos, que é a fonte das ponderações negativas. Nesse caso, o estimador de dois grupos e dois períodos com efeitos fixos é o estimador correto sob a hipótese de tendências paralelas, e os estimadores robustos a escalonamento seriam numericamente equivalentes a ele.		
CLM-118	CIT-027	4.1 Abordagem de diferenças em diferenças	6	goodman_bacon_difference_2021	Difference-in-differences with variation in treatment timing	AUTHOR_INFERENCE	No desenho da dissertação, as ocupações não expostas formam um grupo que nunca é tratado.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse problema não se aplica a este desenho. Aqui a data de tratamento é única e comum a todas as ocupações expostas — o lançamento público do ChatGPT — e existe um grupo que nunca é tratado, as ocupações não expostas. Sem adoção escalonada não há comparações entre coortes tratadas em momentos distintos, que é a fonte das ponderações negativas. Nesse caso, o estimador de dois grupos e dois períodos com efeitos fixos é o estimador correto sob a hipótese de tendências paralelas, e os estimadores robustos a escalonamento seriam numericamente equivalentes a ele.		
CLM-118	CIT-028	4.1 Abordagem de diferenças em diferenças	6	callaway_difference_2021	Difference-in-differences with multiple time periods	AUTHOR_INFERENCE	No desenho da dissertação, as ocupações não expostas formam um grupo que nunca é tratado.	A literatura recente documentou que estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir ponderações negativas e estimativas viesadas quando as unidades são tratadas em momentos diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse problema não se aplica a este desenho. Aqui a data de tratamento é única e comum a todas as ocupações expostas — o lançamento público do ChatGPT — e existe um grupo que nunca é tratado, as ocupações não expostas. Sem adoção escalonada não há comparações entre coortes tratadas em momentos distintos, que é a fonte das ponderações negativas. Nesse caso, o estimador de dois grupos e dois períodos com efeitos fixos é o estimador correto sob a hipótese de tendências paralelas, e os estimadores robustos a escalonamento seriam numericamente equivalentes a ele.		
