issue_id	row_id	claim_id	citation_key	occurrence_id	issue_code	severity	claim_as_written_pt	source_supports_pt	mismatch_explanation_pt	printed_pages	pdf_page_indices	source_locator	evidence_path	recommended_revision_pt	needs_new_source	recommended_action
ISS-ROW-0131-01	ROW-0131	CLM-115	callaway_difference_2021	CIT-028	PDF_VERSION_MISMATCH	MAJOR	Estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir estimativas viesadas quando as unidades são tratadas em momentos diferentes.	O preprint arXiv v4 contém suporte substantivo para a afirmação na p. 14.	A entrada BibLaTeX descreve o artigo publicado em 2021 no Journal of Econometrics, volume 225, número 2, pp. 200–230, com DOI 10.1016/j.jeconom.2020.12.001. O PDF armazenado, porém, exibe arXiv:1803.09015v4, data de 1º de dezembro de 2020 e paginação própria de 1 a 45.	p. 1	1	Title page: publication date and arXiv version identifier	evidence_pages/ROW-0131.pdf	Substituir o anexo pelo PDF final publicado e então reconferir e atualizar a paginação; o descompasso de versão não exige alterar a conclusão substantiva desta afirmação.	false	REPLACE_SOURCE
ISS-ROW-0132-01	ROW-0132	CLM-115	sun_estimating_2021	CIT-029	PDF_VERSION_MISMATCH	MAJOR	Estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir estimativas viesadas quando as unidades são tratadas em momentos diferentes.	O arquivo armazenado sustenta substantivamente a afirmação ao mostrar que coeficientes de estudos de evento com efeitos fixos de duas vias podem não captar o efeito dinâmico e podem conter termos espúrios quando há variação no momento do tratamento e heterogeneidade dos efeitos.	A entrada BibLaTeX descreve o artigo publicado em 2021 no Journal of Econometrics, volume 225, páginas 175–199, mas o arquivo armazenado se identifica como o preprint arXiv:1804.05785v2, datado de 22 de setembro de 2020. Portanto, a paginação e a versão do anexo não correspondem à publicação citada.	página de rosto sem numeração	1	Página de rosto: identificador arXiv e data da versão	evidence_pages/ROW-0132.pdf	Manter a afirmação substantiva, substituir o anexo arXiv v2 pela versão final publicada em 2021 e atualizar a paginação da referência para a versão publicada.	true	REPLACE_SOURCE
ISS-ROW-0133-01	ROW-0133	CLM-115	de_chaisemartin_two-way_2020	CIT-030	PDF_VERSION_MISMATCH	MAJOR	Estimadores de diferenças em diferenças com efeitos fixos de duas vias podem produzir estimativas viesadas quando as unidades são tratadas em momentos diferentes.	O preprint arXiv v7 sustenta diretamente que o estimador de efeitos fixos pode ser viesado em um desenho de adoção escalonada, com grupos iniciando o tratamento em períodos diferentes.	O registro BibLaTeX descreve o artigo publicado na American Economic Review, volume 110, número 9, pp. 2964-2996, de 2020, mas o PDF armazenado é o preprint arXiv:1803.08807v7, datado de 5 de março de 2020, com paginação própria e um Web Appendix incorporado.	p. 8	8	Section 3.1 (A decomposition result), example following Theorem 1	evidence_pages/ROW-0133.pdf	Manter a afirmação, substituir o anexo pelo PDF final publicado na American Economic Review e atualizar a paginação da citação para a versão publicada.	false	REPLACE_SOURCE
ISS-ROW-0134-01	ROW-0134	CLM-116	goodman_bacon_difference_2021	CIT-027	PDF_VERSION_MISMATCH	MAJOR	O problema associado ao tratamento em momentos diferentes não se aplica ao desenho desta dissertação.	O arquivo armazenado sustenta a premissa metodológica: explica os pesos ligados à variação de timing e mostra que o caso com um único grupo tratado e um grupo não tratado se reduz ao DD canônico.	A entrada BibLaTeX descreve o artigo publicado no Journal of Econometrics, volume 225, número 2, de 2021, pp. 254–277, DOI 10.1016/j.jeconom.2021.03.014. O PDF armazenado é, porém, o NBER Working Paper No. 25018, datado de setembro de 2018, cuja capa declara que não foi revisado por pares; sua paginação não é a do artigo final.	capa sem numeração	1	Cover, NBER Working Paper No. 25018	evidence_pages/ROW-0134.pdf	Substituir o anexo pelo artigo final publicado em 2021 e atualizar qualquer localizador para a paginação definitiva, mantendo a auditoria desta ocorrência vinculada ao arquivo efetivamente armazenado até a substituição.	false	REPLACE_SOURCE
ISS-ROW-0135-01	ROW-0135	CLM-116	callaway_difference_2021	CIT-028	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	O problema associado ao tratamento em momentos diferentes não se aplica ao desenho desta dissertação.	A fonte sustenta que a variação no momento do tratamento caracteriza o cenário escalonado, descreve o caso canônico de dois grupos e dois períodos e informa que ponderações de TWFE podem ser negativas e sensíveis ao timing.	A fonte não contém informações sobre o desenho desta dissertação e não afirma que a ausência de adoção escalonada torna os estimadores numericamente equivalentes. Assim, embora a inferência seja razoável em sentido estrito se a descrição do desenho for aceita, a conclusão específica não pode ser verificada a partir desta fonte isoladamente.	pp. 2, 14	2, 14	Section 1, Introduction; Section 3, immediately before Section 3.1	evidence_pages/ROW-0135.pdf	Apresentar explicitamente a frase como inferência do desenho e restringi-la ao componente de adoção escalonada; retirar a alegação de equivalência numérica ou sustentá-la com derivação e fonte metodológica específicas.	true	REWRITE_CLAIM
ISS-ROW-0135-02	ROW-0135	CLM-116	callaway_difference_2021	CIT-028	PDF_VERSION_MISMATCH	MAJOR	O problema associado ao tratamento em momentos diferentes não se aplica ao desenho desta dissertação.	O arquivo armazenado é tematicamente pertinente e identifica o mesmo título e os mesmos autores.	A bibliografia registra o artigo publicado em 2021 no Journal of Econometrics, volume 225, pp. 200–230, mas o PDF armazenado é o preprint arXiv:1803.09015v4, datado de 1º de dezembro de 2020, com paginação própria de 1–45.	p. 1	1	Stored PDF title page and arXiv margin stamp	evidence_pages/ROW-0135.pdf	Substituir o anexo pelo artigo final associado ao DOI 10.1016/j.jeconom.2020.12.001 e revalidar conteúdo e paginação.	false	REPLACE_SOURCE
ISS-ROW-0136-01	ROW-0136	CLM-116	sun_estimating_2021	CIT-029	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	O problema associado ao tratamento em momentos diferentes não se aplica ao desenho desta dissertação.	O artigo define o desenho escalonado como aquele em que unidades são tratadas em datas diferentes, distingue-o do DiD simples em que as unidades são tratadas em t0 ou nunca e declara que a variação no momento inicial do tratamento é seu foco.	Esses trechos sustentam a condição metodológica, mas não verificam que o desenho empírico da dissertação tenha uma única coorte tratada nem afirmam que o problema esteja ausente nesse desenho. A conclusão é uma aplicação razoável da autora, não um resultado estabelecido pela fonte para esta dissertação.	pp. 5, 9–10, 15–16	5, 9–10, 15–16	Section 2; Section 2.3; Sections 3.3–3.5 (Propositions 2–4)	evidence_pages/ROW-0136.pdf	Explicitar a separação entre evidência e aplicação: “Sun e Abraham (2021) analisam problemas que surgem com variação no momento do tratamento e heterogeneidade entre coortes. Como, neste estudo, todas as ocupações expostas passam ao tratamento na mesma data e as demais nunca são tratadas, esse mecanismo específico não deve surgir; trata-se de uma aplicação do argumento ao desenho desta dissertação.”	false	REWRITE_CLAIM
ISS-ROW-0136-02	ROW-0136	CLM-116	sun_estimating_2021	CIT-029	PDF_VERSION_MISMATCH	MAJOR	O problema associado ao tratamento em momentos diferentes não se aplica ao desenho desta dissertação.	O arquivo armazenado identifica-se na folha de rosto como arXiv:1804.05785v2 e é datado de 22 de setembro de 2020.	A entrada BibLaTeX descreve o artigo publicado em 2021 no Journal of Econometrics, volume 225, número 2, pp. 175–199, DOI 10.1016/j.jeconom.2020.09.006, enquanto o PDF armazenado é o preprint arXiv v2 de 2020, com paginação própria.	folha de rosto	1	Title page	evidence_pages/ROW-0136.pdf	Substituir o anexo pelo PDF final publicado e revalidar a paginação e a redação contra essa versão, sem alterar o julgamento substantivo apenas por causa da divergência de versão.	false	REPLACE_SOURCE
ISS-ROW-0137-01	ROW-0137	CLM-116	de_chaisemartin_two-way_2020	CIT-030	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	O problema associado ao tratamento em momentos diferentes não se aplica ao desenho desta dissertação.	A fonte explica que pesos negativos podem surgir quando uma comparação usa como controle um grupo tratado nos dois períodos, define a adoção escalonada como adoção em datas heterogêneas e ilustra o mecanismo em um desenho com dois grupos e três períodos.	A fonte não descreve nem verifica o desenho da dissertação, portanto não estabelece por si só que todas as ocupações expostas entram no tratamento simultaneamente e que as demais nunca são tratadas. Além disso, afirma que seus resultados se aplicam a regressões com efeitos fixos de duas vias em geral, não apenas à adoção escalonada; a conclusão deve ser apresentada como inferência estreita sobre o problema de timing, não como afastamento geral de riscos de ponderação.	pp. 2, 4, 8–9	2, 4, 8–9	Introduction; Section 3.1, staggered-adoption example and Proposition 1	evidence_pages/ROW-0137.pdf	Explicitar que se trata de uma inferência condicionada ao desenho descrito e restringir a conclusão ao problema específico de comparações entre coortes tratadas em datas distintas, sem afirmar que todo risco de pesos negativos em TWFE foi eliminado.	false	NARROW_CLAIM
ISS-ROW-0137-02	ROW-0137	CLM-116	de_chaisemartin_two-way_2020	CIT-030	PDF_VERSION_MISMATCH	MINOR	O problema associado ao tratamento em momentos diferentes não se aplica ao desenho desta dissertação.	O arquivo armazenado identifica-se como arXiv:1803.08807v7 [econ.EM], datado de 5 de março de 2020.	O BibLaTeX descreve o artigo publicado na American Economic Review, volume 110, número 9, páginas 2964–2996, DOI 10.1257/aer.20181169, mas o PDF armazenado é o preprint arXiv v7 e usa paginação própria.	p. 1	1	Title page, arXiv version banner and date	evidence_pages/ROW-0137.pdf	Substituir o anexo pelo PDF final publicado e revalidar a paginação e os trechos de evidência, mantendo a auditoria substantiva separada dessa correção de versão.	false	REPLACE_SOURCE
ISS-ROW-0138-01	ROW-0138	CLM-117	goodman_bacon_difference_2021	CIT-027	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	A fonte oferece a estrutura geral de grupos tratados no mesmo momento e mostra a redução ao caso canônico quando há apenas um grupo tratado e um grupo não tratado.	A fonte não examina ChatGPT, ocupações nem a construção da variável de tratamento da dissertação. Logo, ela não estabelece a premissa factual de que todas as ocupações expostas recebem tratamento em uma única data comum.	pp. 5–6	7–8	Seção I, definição de ‘timing group’ e Eq. (3)	evidence_pages/ROW-0138.pdf	Apresentar a frase como definição operacional do estudo e remeter à seção que documenta a construção do tratamento. Manter Goodman-Bacon apenas como apoio à consequência metodológica condicional desse desenho.	false	REWRITE_CLAIM
ISS-ROW-0138-02	ROW-0138	CLM-117	goodman_bacon_difference_2021	CIT-027	PDF_VERSION_MISMATCH	MAJOR	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	O arquivo armazenado é o NBER Working Paper No. 25018, datado de setembro de 2018.	A entrada BibLaTeX descreve o artigo do Journal of Econometrics de 2021, volume 225, número 2, pp. 254–277, mas o PDF anexado é uma versão de working paper de 2018, com paginação própria.	capa	1	Capa do NBER Working Paper	evidence_pages/ROW-0138.pdf	Substituir o anexo pela versão final publicada de 2021 e atualizar os localizadores de página após conferir a equivalência do conteúdo.	false	REPLACE_SOURCE
ISS-ROW-0139-01	ROW-0139	CLM-117	callaway_difference_2021	CIT-028	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	O artigo descreve o caso canônico de DiD com dois períodos e dois grupos e discute desenhos com variação no momento do tratamento.	A afirmação é uma caracterização factual do desenho da dissertação. O artigo não menciona ChatGPT, ocupações expostas ou a data de tratamento do estudo e, portanto, não verifica essa premissa.	pp. 1–2	1–2	Abstract (p. 1); Section 1, Introduction (p. 2)	evidence_pages/ROW-0139.pdf	Documentar na seção de dados e desenho empírico como a data de tratamento é atribuída a todas as ocupações expostas e apoiar a data do lançamento público do ChatGPT em fonte primária; reservar Callaway e Sant'Anna para a proposição metodológica geral.	true	ADD_SOURCE
ISS-ROW-0139-02	ROW-0139	CLM-117	callaway_difference_2021	CIT-028	PDF_VERSION_MISMATCH	MAJOR	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	O arquivo armazenado se identifica como arXiv:1803.09015v4, datado de 1º de dezembro de 2020.	A entrada BibLaTeX descreve o artigo publicado em 2021 no Journal of Econometrics, pp. 200–230, mas o PDF armazenado é um preprint arXiv v4 de 2020, com paginação própria de 1–45.	p. 1	1	Title page	evidence_pages/ROW-0139.pdf	Substituir o anexo pelo artigo final publicado associado ao DOI 10.1016/j.jeconom.2020.12.001 e revalidar a paginação e o conteúdo citado.	false	REPLACE_SOURCE
ISS-ROW-0140-01	ROW-0140	CLM-117	sun_estimating_2021	CIT-029	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	O manuscrito sustenta a distinção metodológica geral: um desenho de diferenças em diferenças pode ter unidades tratadas pela primeira vez em t0 e unidades nunca tratadas, em contraste com unidades tratadas em momentos variados.	A fonte não descreve esta dissertação e não menciona ChatGPT, ocupações, exposição ou seu lançamento. Portanto, ela não estabelece que todas as ocupações expostas compartilham uma única data de tratamento; aplicar o enquadramento metodológico depende de informações externas sobre o próprio desenho empírico.	pp. 5, 9–10	5, 9–10	Seção 2, ‘Event studies design’, p. 5; Seção 2.3, ‘Relevance in the applied literature’, pp. 9–10	evidence_pages/ROW-0140.pdf	Apresentar a frase explicitamente como descrição do desenho da dissertação e documentar a regra de exposição e a data operacional do tratamento; acrescentar fonte primária para o lançamento público do ChatGPT. Manter Sun e Abraham apenas para a distinção metodológica geral entre adoção comum e escalonada.	true	ADD_SOURCE
ISS-ROW-0140-02	ROW-0140	CLM-117	sun_estimating_2021	CIT-029	PDF_VERSION_MISMATCH	MAJOR	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	A folha de rosto identifica o arquivo armazenado como arXiv:1804.05785v2, datado de 22 de setembro de 2020.	A entrada BibLaTeX descreve o artigo publicado no Journal of Econometrics em 2021, volume 225, número 2, pp. 175–199, mas o PDF armazenado é o manuscrito arXiv v2 de 2020, com paginação 1–51.	folha de rosto sem número impresso	1	Folha de rosto: marca lateral ‘arXiv:1804.05785v2 [econ.EM] 22 Sep 2020’ e data ‘September 22, 2020’	evidence_pages/ROW-0140.pdf	Substituir o anexo arXiv pela versão final publicada no Journal of Econometrics e usar a paginação da versão efetivamente anexada.	false	REPLACE_SOURCE
ISS-ROW-0141-01	ROW-0141	CLM-117	de_chaisemartin_two-way_2020	CIT-030	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	A fonte sustenta apenas a discussão metodológica geral: regressões com efeitos fixos de duas vias podem atribuir pesos negativos, inclusive quando comparações usam grupos já tratados como controle, e adoção escalonada é tratada como um caso particular.	O artigo não documenta a codificação do tratamento da dissertação, não menciona o ChatGPT e não estabelece que todas as ocupações expostas sejam tratadas numa data única. Assim, a premissa factual específica e a sua aplicação ao desenho não são verificáveis por esta fonte.	pp. 2, 4	2, 4	Seção 1 (Introduction) e abertura da Seção 2 (Set up)	evidence_pages/ROW-0141.pdf	Apresente a simultaneidade como uma característica documentada da construção do tratamento e remeta à seção, ao apêndice, aos dados ou ao código que a estabelece; acrescente uma fonte primária para o evento usado como marco temporal. Mantenha este artigo apenas para a discussão metodológica geral sobre efeitos fixos de duas vias.	true	ADD_SOURCE
ISS-ROW-0141-02	ROW-0141	CLM-117	de_chaisemartin_two-way_2020	CIT-030	PDF_VERSION_MISMATCH	MAJOR	No desenho da dissertação, a data de tratamento é única e comum a todas as ocupações expostas: o lançamento público do ChatGPT.	O arquivo armazenado traz o mesmo título e os mesmos autores da referência bibliográfica, mas identifica-se visualmente como arXiv:1803.08807v7, datado de 5 de março de 2020.	A entrada BibLaTeX descreve o artigo publicado no American Economic Review, volume 110, número 9, pp. 2964–2996, enquanto o anexo é um preprint arXiv de 71 páginas com paginação própria. A divergência de versão não determina o juízo substantivo, mas impede tratar a paginação do preprint como a paginação do artigo final.	p. 1	1	Folha de rosto e resumo	evidence_pages/ROW-0141.pdf	Substitua o anexo pelo PDF final publicado que corresponda ao DOI 10.1257/aer.20181169 e atualize os localizadores de página após conferir a versão final.	false	REPLACE_SOURCE
ISS-ROW-0142-01	ROW-0142	CLM-118	goodman_bacon_difference_2021	CIT-027	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	No desenho da dissertação, as ocupações não expostas formam um grupo que nunca é tratado.	A fonte sustenta apenas a definição geral de que unidades que não recebem tratamento constituem um grupo não tratado.	A fonte não contém dados nem descrição do desenho da dissertação, das ocupações ou da medida de exposição ao ChatGPT. Assim, ela não verifica que as ocupações denominadas não expostas permanecem com tratamento igual a zero em todos os períodos.	pp. 5, 31	7, 33	Section I, definition paragraph; Figure 1 notes	evidence_pages/ROW-0142.pdf	Apresentar a afirmação como definição operacional do estudo: ‘No desenho adotado, ocupações classificadas como não expostas recebem D_it = 0 em todos os períodos e, portanto, constituem o grupo nunca tratado.’ Demonstrar essa codificação na seção de construção do tratamento e manter Goodman-Bacon apenas como referência para a categoria econométrica.	false	REWRITE_CLAIM
ISS-ROW-0142-02	ROW-0142	CLM-118	goodman_bacon_difference_2021	CIT-027	PDF_VERSION_MISMATCH	MAJOR	No desenho da dissertação, as ocupações não expostas formam um grupo que nunca é tratado.	O arquivo armazenado identifica-se como NBER Working Paper No. 25018, de setembro de 2018.	O registro BibLaTeX descreve o artigo publicado no Journal of Econometrics, volume 225, número 2, em 2021, pp. 254–277, com DOI 10.1016/j.jeconom.2021.03.014. A folha de rosto do PDF armazenado identifica uma versão NBER de 2018 e informa que working papers do NBER não foram submetidos à revisão por pares da publicação oficial.	folha de rosto sem numeração	1	NBER title page	evidence_pages/ROW-0142.pdf	Substituir o anexo pela versão final publicada em 2021 e refazer a conferência da redação e da paginação na versão definitiva.	true	REPLACE_SOURCE
ISS-ROW-0143-01	ROW-0143	CLM-118	callaway_difference_2021	CIT-028	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	No desenho da dissertação, as ocupações não expostas formam um grupo que nunca é tratado.	A fonte define como nunca tratadas as unidades que não participam do tratamento em nenhum período e formaliza esse conjunto por C = 1.	A fonte não observa o desenho, as ocupações ou a variável de exposição da dissertação. Portanto, não comprova a premissa de que todas as ocupações chamadas de não expostas permanecem sem tratamento em todos os períodos, embora a classificação metodológica decorra corretamente dessa premissa se ela for documentada no estudo.	p. 6	6	Seção 2.1 (Setup), definição de G e C e nota 5.	evidence_pages/ROW-0143.pdf	Explicitar a afirmação como uma construção do próprio estudo e documentar a codificação: “Por construção da variável de tratamento, as ocupações classificadas como não expostas permanecem com D_it = 0 em todos os períodos e, portanto, constituem o grupo nunca tratado na terminologia de Callaway e Sant'Anna (2021).” Acrescentar uma remissão à seção, tabela ou documentação de dados que comprove essa codificação.	false	REWRITE_CLAIM
ISS-ROW-0143-02	ROW-0143	CLM-118	callaway_difference_2021	CIT-028	PDF_VERSION_MISMATCH	MAJOR	No desenho da dissertação, as ocupações não expostas formam um grupo que nunca é tratado.	O arquivo armazenado contém o conteúdo metodológico relevante em um manuscrito arXiv v4 datado de 1º de dezembro de 2020.	O registro BibLaTeX descreve o artigo publicado em 2021 no Journal of Econometrics, volume 225, número 2, páginas 200–230, mas o PDF armazenado é o preprint arXiv:1803.09015v4, com paginação própria de 1–45 e data de 2020.	p. 1	1	Página de rosto: data de 1º de dezembro de 2020 e marca lateral arXiv:1803.09015v4.	evidence_pages/ROW-0143.pdf	Substituir o anexo pelo PDF da versão final publicada e atualizar os localizadores de página após conferir o conteúdo nessa versão.	false	REPLACE_SOURCE
ISS-ROW-0144-01	ROW-0144	CLM-118	sun_estimating_2021	CIT-029	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	No desenho da dissertação, as ocupações não expostas formam um grupo que nunca é tratado.	Sun e Abraham definem como nunca tratada a unidade com D_it=0 em todos os períodos e descrevem um desenho de diferenças em diferenças no qual as unidades são tratadas em t₀ ou nunca tratadas.	O artigo fornece a definição abstrata, mas não contém dados ou documentação sobre a amostra da dissertação, a classificação de ocupações por exposição ao ChatGPT ou a codificação temporal de D_it. Assim, ele não pode confirmar que todas as ocupações não expostas permanecem não tratadas; essa é uma premissa interna e uma inferência do autor da dissertação.	p. 5	5	Seção 2, 'Event studies design'	evidence_pages/ROW-0144.pdf	Tornar explícita a construção interna do tratamento: 'Na codificação adotada, as ocupações classificadas como não expostas têm D_it=0 em todos os períodos e, portanto, constituem o grupo nunca tratado.' Sustentar a primeira oração com a seção, tabela ou apêndice da própria dissertação que documenta essa codificação e reservar Sun e Abraham para a definição metodológica.	false	REWRITE_CLAIM
ISS-ROW-0144-02	ROW-0144	CLM-118	sun_estimating_2021	CIT-029	PDF_VERSION_MISMATCH	MAJOR	No desenho da dissertação, as ocupações não expostas formam um grupo que nunca é tratado.	O arquivo armazenado tem o mesmo título e os mesmos autores, mas se identifica visualmente como arXiv:1804.05785v2 e é datado de 22 de setembro de 2020.	A entrada BibLaTeX descreve o artigo publicado em 2021 no Journal of Econometrics, volume 225, páginas 175-199, enquanto o PDF armazenado é o preprint arXiv v2 de 2020, com paginação própria. A divergência de versão não determina o juízo substantivo, mas impede tratar a paginação do arquivo como a do artigo final.	capa sem numeração	1	Capa sem numeração, marca arXiv e linha de data	evidence_pages/ROW-0144.pdf	Substituir o anexo pelo PDF da versão final publicada em 2021 e atualizar os localizadores de página após conferir a correspondência do conteúdo.	false	REPLACE_SOURCE
ISS-ROW-0145-01	ROW-0145	CLM-118	de_chaisemartin_two-way_2020	CIT-030	AUTHOR_INFERENCE_UNSUPPORTED	MAJOR	No desenho da dissertação, as ocupações não expostas formam um grupo que nunca é tratado.	A fonte sustenta somente a condição genérica de que, havendo um grupo que passa de não tratado a tratado, exista outro grupo não tratado nas duas datas consecutivas.	O artigo não observa o desenho empírico da dissertação, não menciona ChatGPT ou suas ocupações e não verifica que as unidades classificadas como não expostas mantenham D=0 em todo o período. A aplicação da categoria ‘nunca tratado’ depende da definição operacional e da codificação próprias da dissertação.	p. 15	15	Section 4, Assumption 11 (“Existence of ‘stable’ groups”), item 1 and explanatory paragraph	evidence_pages/ROW-0145.pdf	Explicitar que se trata de uma classificação decorrente da codificação da dissertação e remeter à seção ou tabela que mostra D=0 para as ocupações não expostas em todos os períodos; reservar esta fonte para a condição metodológica genérica.	false	REWRITE_CLAIM
ISS-ROW-0145-02	ROW-0145	CLM-118	de_chaisemartin_two-way_2020	CIT-030	PDF_VERSION_MISMATCH	MINOR	No desenho da dissertação, as ocupações não expostas formam um grupo que nunca é tratado.	O arquivo armazenado se identifica como arXiv:1803.08807v7 [econ.EM], datado de 5 de março de 2020.	A entrada BibLaTeX descreve o artigo publicado na American Economic Review, volume 110, número 9, pp. 2964–2996, DOI 10.1257/aer.20181169, mas o PDF anexado é o preprint arXiv v7, com paginação própria de 1 a 71.	p. 1	1	Title page, arXiv version banner and manuscript date	evidence_pages/ROW-0145.pdf	Substituir o anexo pela versão final publicada no AER e revalidar a paginação da evidência, sem alterar o juízo substantivo desta linha apenas por causa da versão.	false	REPLACE_SOURCE
ISS-ROW-0146-01	ROW-0146	CLM-119	goodman_bacon_difference_2021	CIT-027	PARTIAL_SCOPE	MINOR	Como não há adoção escalonada, o desenho não compara coortes tratadas em momentos distintos.	A fonte define grupos de timing pela data comum de tratamento, mostra a redução ao caso tratado–não tratado quando existe apenas um grupo tratado e demonstra que as comparações timing-only entre grupos tratados somam K² − K.	A fonte sustenta integralmente a implicação condicional, mas não contém informações sobre a codificação do tratamento ou as ocupações da dissertação; portanto, não comprova a premissa específica de que há uma única data de tratamento nesse desenho.	pp. 5–6 e 8	7–8, 10	Seção I, definição de timing group, equação (3) e discussão do Teorema 1	evidence_pages/ROW-0146.pdf	Explicitar a derivação e sua natureza autoral: “Como todas as ocupações expostas recebem tratamento na mesma data, há um único grupo tratado de timing; pela decomposição de Goodman-Bacon, não há componentes timing-only entre grupos tratados, apenas a comparação com o grupo nunca tratado.” Documentar a codificação da data comum na descrição do desenho.	false	REWRITE_CLAIM
ISS-ROW-0146-02	ROW-0146	CLM-119	goodman_bacon_difference_2021	CIT-027	PDF_VERSION_MISMATCH	MAJOR	Como não há adoção escalonada, o desenho não compara coortes tratadas em momentos distintos.	O arquivo armazenado contém o trabalho metodológico correspondente em sua versão NBER Working Paper No. 25018, de setembro de 2018, e oferece suporte substantivo parcial ao claim auditado.	A entrada BibLaTeX descreve o artigo publicado no Journal of Econometrics, volume 225, número 2, páginas 254–277, em 2021, mas o PDF armazenado é o NBER Working Paper No. 25018, datado de setembro de 2018 e identificado na própria capa como não revisado por pares.	capa não paginada	1	Capa do NBER Working Paper	evidence_pages/ROW-0146.pdf	Substituir o anexo armazenado pela versão final publicada de 2021 e revalidar os localizadores de página contra essa versão, sem alterar a avaliação substantiva apenas por causa da troca de versão.	false	REPLACE_SOURCE
ISS-ROW-0147-01	ROW-0147	CLM-119	callaway_difference_2021	CIT-028	MISATTRIBUTED_METHOD	MINOR	Como não há adoção escalonada, o desenho não compara coortes tratadas em momentos distintos.	A fonte define adoção escalonada como a situação em que, depois de tratada, a unidade permanece tratada, e define cada grupo pelo período do primeiro tratamento.	A redação equipara ausência de adoção escalonada a ausência de variação no momento do tratamento. Na fonte, essas noções são distintas: a irreversibilidade caracteriza a adoção escalonada, enquanto a existência de várias datas de primeiro tratamento é a variação no timing. A conclusão sobre uma única coorte temporal pode permanecer, mas a premissa deve ser renomeada.	pp. 2, 6	2, 6	Section 1, Introduction; Section 2.1, Setup	evidence_pages/ROW-0147.pdf	Substituir “Como não há adoção escalonada” por “Como não há variação no momento de adoção entre as unidades tratadas”.	false	REWRITE_CLAIM
ISS-ROW-0147-02	ROW-0147	CLM-119	callaway_difference_2021	CIT-028	PARTIAL_SCOPE	MINOR	Como não há adoção escalonada, o desenho não compara coortes tratadas em momentos distintos.	A fonte sustenta a relação conceitual entre grupos e períodos de primeiro tratamento e descreve o caso canônico com um grupo tratado e um grupo de comparação.	A fonte não examina o desenho da dissertação nem demonstra que todas as ocupações expostas compartilham a mesma data de tratamento. Essa premissa aplicada precisa ser documentada pelo próprio desenho; apenas a inferência condicional recebe apoio metodológico da fonte.	pp. 2, 6	2, 6	Section 1, Introduction; Section 2.1, Setup	evidence_pages/ROW-0147.pdf	Explicitar no texto do desenho que todas as ocupações expostas passam ao tratamento na mesma data e apresentar a conclusão como inferência da dissertação apoiada na definição de grupos da fonte.	false	REWRITE_CLAIM
ISS-ROW-0147-03	ROW-0147	CLM-119	callaway_difference_2021	CIT-028	PDF_VERSION_MISMATCH	MAJOR	Como não há adoção escalonada, o desenho não compara coortes tratadas em momentos distintos.	O arquivo armazenado contém o manuscrito arXiv:1803.09015v4, datado de 1º de dezembro de 2020, com o mesmo título e os mesmos autores.	A entrada BibLaTeX descreve o artigo publicado em 2021 no Journal of Econometrics, volume 225, número 2, pp. 200–230, mas o PDF armazenado é o manuscrito arXiv v4 de 2020 e tem paginação própria de 1–45.	p. 1	1	Title page	evidence_pages/ROW-0147.pdf	Substituir o anexo arXiv v4 pelo PDF da versão final publicada e atualizar os localizadores de página após conferir a equivalência do texto.	false	REPLACE_SOURCE
