occurrence_id	context_id	document_line	section	paragraph	citation_key	work	citation_text	citation_url	citation_start	citation_end	source_context
CIT-REV-051	CTX-REV-034	1130	5.2.2 Resultados por raça/cor	13	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	Klein Teeselink, 2025	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798	795	879	Esse padrão qualifica a Subseção 3.5.2. Os trabalhadores brancos estão mais presentes em ocupações altamente expostas, enquanto os contrastes de fluxo mais negativos aparecem entre trabalhadores negros. Exposição e heterogeneidade estimada, portanto, apontam em direções diferentes, mas o desenho não permite chamar essa diferença de ajuste causado pelo ChatGPT. A comparação internacional permanece limitada, pois os principais estudos empíricos lidos para essa dissertação não apresentam estimativas causais desagregadas por raça ([Brynjolfsson; Chandar; Chen, 2025](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/); [Hosseini Maasoum; Lichtinger, 2026](https://doi.org/10.2139/ssrn.5425555); [Klein Teeselink, 2025](https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798)).
CIT-REV-052	CTX-REV-035	1133	5.2.3 Resultados por faixa etária	1	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	145	331	A Tabela 5.2.3 traz as estimativas por faixa etária, nas faixas da PNAD/IBGE. Os contrastes DDD e os painéis da classificação etária adotada por [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) são apresentados no Apêndice A.
CIT-REV-053	CTX-REV-036	1343	5.2.3 Resultados por faixa etária	13	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	115	301	<br>Nas admissões, as estimativas brasileiras não reproduzem o padrão concentrado entre 22 e 25 anos reportado por [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/), de queda de 15 pontos log no emprego relativo dos trabalhadores de 22 a 25 anos nos quintis mais expostos à IA, em comparação com o quintil menos exposto. A comparação pede cuidado. Os autores analisam estoque de emprego em firmas e comparam quintis de exposição, enquanto esta dissertação observa fluxos mensais por ocupação e usa uma classificação binária mais ampla. Aqui, o contraste ajustado aparece na faixa de 41 a 49 anos e tem sinal positivo. O estoque ocupacional anual do Apêndice D não permite aproximar a comparação porque não é desagregado por idade. [Hosseini Maasoum e Lichtinger (2026)](https://doi.org/10.2139/ssrn.5425555) também encontram redução do emprego júnior sobretudo pela desaceleração das contratações, enquanto, nesta análise, o contraste etário mais preciso aparece nos desligamentos.
CIT-REV-054	CTX-REV-036	1343	5.2.3 Resultados por faixa etária	13	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	Hosseini Maasoum e Lichtinger (2026)	https://doi.org/10.2139/ssrn.5425555	868	944	<br>Nas admissões, as estimativas brasileiras não reproduzem o padrão concentrado entre 22 e 25 anos reportado por [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/), de queda de 15 pontos log no emprego relativo dos trabalhadores de 22 a 25 anos nos quintis mais expostos à IA, em comparação com o quintil menos exposto. A comparação pede cuidado. Os autores analisam estoque de emprego em firmas e comparam quintis de exposição, enquanto esta dissertação observa fluxos mensais por ocupação e usa uma classificação binária mais ampla. Aqui, o contraste ajustado aparece na faixa de 41 a 49 anos e tem sinal positivo. O estoque ocupacional anual do Apêndice D não permite aproximar a comparação porque não é desagregado por idade. [Hosseini Maasoum e Lichtinger (2026)](https://doi.org/10.2139/ssrn.5425555) também encontram redução do emprego júnior sobretudo pela desaceleração das contratações, enquanto, nesta análise, o contraste etário mais preciso aparece nos desligamentos.
CIT-REV-055	CTX-REV-037	1478	5.2.4 Resultados por nível de escolaridade	11	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	Klein Teeselink (2025)	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798	194	279	A direção das estimativas dialoga com a Subseção 3.5.4, que mostrou aumento expressivo da exposição à IA com a escolaridade, mas exposição e ajuste não são equivalentes. Também é compatível com [Klein Teeselink (2025)](https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798), que encontra efeitos concentrados em firmas e ocupações de alta remuneração no Reino Unido. A comparação não é direta, pois remuneração não equivale a escolaridade. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) mostram ainda que ocupações com menor proporção de graduados também podem ser afetadas, enquanto [Hosseini Maasoum e Lichtinger (2026)](https://doi.org/10.2139/ssrn.5425555) identificam diferenças importantes dentro do próprio ensino superior.
CIT-REV-056	CTX-REV-037	1478	5.2.4 Resultados por nível de escolaridade	11	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	446	632	A direção das estimativas dialoga com a Subseção 3.5.4, que mostrou aumento expressivo da exposição à IA com a escolaridade, mas exposição e ajuste não são equivalentes. Também é compatível com [Klein Teeselink (2025)](https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798), que encontra efeitos concentrados em firmas e ocupações de alta remuneração no Reino Unido. A comparação não é direta, pois remuneração não equivale a escolaridade. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) mostram ainda que ocupações com menor proporção de graduados também podem ser afetadas, enquanto [Hosseini Maasoum e Lichtinger (2026)](https://doi.org/10.2139/ssrn.5425555) identificam diferenças importantes dentro do próprio ensino superior.
CIT-REV-057	CTX-REV-037	1478	5.2.4 Resultados por nível de escolaridade	11	hosseini_maasoum_generative_2025	Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data	Hosseini Maasoum e Lichtinger (2026)	https://doi.org/10.2139/ssrn.5425555	730	806	A direção das estimativas dialoga com a Subseção 3.5.4, que mostrou aumento expressivo da exposição à IA com a escolaridade, mas exposição e ajuste não são equivalentes. Também é compatível com [Klein Teeselink (2025)](https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798), que encontra efeitos concentrados em firmas e ocupações de alta remuneração no Reino Unido. A comparação não é direta, pois remuneração não equivale a escolaridade. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) mostram ainda que ocupações com menor proporção de graduados também podem ser afetadas, enquanto [Hosseini Maasoum e Lichtinger (2026)](https://doi.org/10.2139/ssrn.5425555) identificam diferenças importantes dentro do próprio ensino superior.
CIT-REV-058	CTX-REV-038	1614	5.2.5 Resultados por faixa salarial ocupacional	13	klein_teeselink_generative_2025	Generative AI and labor market outcomes: Evidence from the United Kingdom	Klein Teeselink (2025)	https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798	295	380	O resultado dialoga com a Subseção 3.5.5, que mostrou a alta exposição crescendo até as faixas intermediárias e depois se estabilizando. A comparação é indicativa, porque lá os trabalhadores são classificados por renda e aqui uso a mediana salarial da CBO. O padrão também converge em parte com [Klein Teeselink (2025)](https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798), que encontra maior ajuste nos segmentos de alta remuneração do Reino Unido e pouca alteração nos de baixa remuneração. A correspondência não é exata: aqui o sinal está na faixa intermediária e o topo não tem suporte. Já a ausência de contrastes salariais é compatível com [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/), que encontram ajustes mais visíveis no emprego do que na remuneração.
CIT-REV-059	CTX-REV-038	1614	5.2.5 Resultados por faixa salarial ocupacional	13	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	654	840	O resultado dialoga com a Subseção 3.5.5, que mostrou a alta exposição crescendo até as faixas intermediárias e depois se estabilizando. A comparação é indicativa, porque lá os trabalhadores são classificados por renda e aqui uso a mediana salarial da CBO. O padrão também converge em parte com [Klein Teeselink (2025)](https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798), que encontra maior ajuste nos segmentos de alta remuneração do Reino Unido e pouca alteração nos de baixa remuneração. A correspondência não é exata: aqui o sinal está na faixa intermediária e o topo não tem suporte. Já a ausência de contrastes salariais é compatível com [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/), que encontram ajustes mais visíveis no emprego do que na remuneração.
CIT-REV-060	CTX-REV-039	1644	6.3 Interpretação	3	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	861	1047	A primeira é a pandemia. O painel começa em janeiro de 2021 e o pré-tratamento vai até novembro de 2022, então **não há um único mês pré-pandemia na janela de comparação**, e janeiro de 2021 é o auge da segunda onda no Brasil. O teste não examina um mercado de trabalho em regime, e sim um mercado em recuperação de um choque que atingiu de forma muito desigual justamente o eixo que o índice separa. Por mais de dois anos, o trabalho de escritório e o atendimento remoto operaram sob uma demanda que a distância física inflou, enquanto o trabalho presencial foi suspenso ou reduzido. Se essa demanda estava se corrigindo ao longo de 2022 e 2023, expostas e não expostas já vinham em trajetórias distintas por razões que nada têm a ver com o ChatGPT. Registro, porém, que os resultados da principal referência desta dissertação dependem da medida de exposição. [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) não encontram divergência prévia com a taxonomia da Anthropic, mas reconhecem que, com a medida de Eloundou *et al.*, o quintil mais exposto já apresentava crescimento mais lento do emprego desde cerca de 2020. A falha de tendências prévias encontrada aqui é mais generalizada, mas não inteiramente ausente do caso americano. Essa diferença pode refletir a janela — o painel brasileiro não contém um único mês pré-pandemia, enquanto o deles recua bem antes de 2020 — ou a composição do grupo tratado.
CIT-REV-061	CTX-REV-040	3635	C.2 Trajetórias por idade	7	brynjolfsson_canaries_2025	Canaries in the coal mine? Six facts about the recent employment effects of artificial intelligence	Brynjolfsson, Chandar e Chen (2025)	https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/	49	235	Em resumo: procurei nas ocupações destacadas por [Brynjolfsson, Chandar e Chen (2025)](https://digitaleconomy.stanford.edu/publication/canaries-in-the-coal-mine-six-facts-about-the-recent-employment-effects-of-artificial-intelligence/) o padrão de entrada que eles encontram. Há uma trajetória compatível em atendimento ao cliente, mas não em software. A comparação não é equivalente, porque o artigo acompanha estoque de emprego em firmas, o CAGED registra fluxo de admissões e a classificação da OIT difere dos quintis usados pelos autores. Este apêndice, portanto, não altera as conclusões das Seções 5.1 e 5.2. O que ele acrescenta é textura: a média nacional encobre trajetórias ocupacionais e etárias bem distintas, e ocupações de gradientes diferentes diferem também em ciclo, sazonalidade e volatilidade, o que ajuda a entender por que o contraste agregado é tão ruidoso.
