change_id	priority	change_type	proposal_mode	section	paragraph	claim_ids	occurrence_ids	citation_keys	current_text_pt	proposed_text_pt	notion_anchor	primary_verdicts	issue_codes	issue_severity	pages	evidence_paths	official_urls	target_system	dependency	covered_row_ids	notion_old_str_sha256	expected_match_count	approval_status
CHG-018	P2	CLAIM_TEXT	PARAGRAPH_EDIT	2.3 Índices de exposição à IA na literatura	6	CLM-CUR-062	CIT-CUR-015	eloundou_gpts_2023	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Critério categórico e binário, que não gradua a exposição; taxonomia americana exige crosswalk adicional | Referência conceitual	O GPT Exposure combina anotações humanas e classificações do GPT-4, com ajuste do rubric do modelo para elevar a concordância com rótulos humanos; os autores, contudo, não tratam nenhuma fonte de anotação como verdade de referência definitiva e apontam limitações de validação.	/ SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do	PARTIALLY_SUPPORTED	MISATTRIBUTED_METHOD	MAJOR	N/A	evidence_pages/ROW-CUR-0072.pdf	https://doi.org/10.48550/arXiv.2303.10130	NOTION	AUTHOR_APPROVAL	ROW-CUR-0072	37217d4064972c2201a247d573c5eae65d53841ce873e84d483e992eec6c4239	1	PROPOSED
CHG-019	P2	CLAIM_TEXT	PARAGRAPH_EDIT	2.3 Índices de exposição à IA na literatura	6	CLM-CUR-063	CIT-CUR-015	eloundou_gpts_2023	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Critério categórico e binário, que não gradua a exposição; taxonomia americana exige crosswalk adicional | Referência conceitual	O GPT Exposure aplica, no nível da tarefa, uma taxonomia discreta baseada no limiar de 50% de redução do tempo; ela não mede continuamente a economia de tempo dentro de cada categoria, mas gera medidas ocupacionais graduadas ao agregar E1 e E2, inclusive atribuindo peso 0,5 a E2 em β.	/ SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do	PARTIALLY_SUPPORTED	MISATTRIBUTED_METHOD	MAJOR	N/A — o PDF não exibe numeração impressa nas páginas relevantes	evidence_pages/ROW-CUR-0073.pdf	https://doi.org/10.48550/arXiv.2303.10130	NOTION	AUTHOR_APPROVAL	ROW-CUR-0073	37217d4064972c2201a247d573c5eae65d53841ce873e84d483e992eec6c4239	1	PROPOSED
CHG-022	P2	CLAIM_TEXT	PARAGRAPH_EDIT	2.3 Índices de exposição à IA na literatura	6	CLM-CUR-079	CIT-CUR-017	appel_anthropic_2026	Anthropic Economic Index (Appel et al., 2026) | Dados reais de uso e estruturação O*NET / SOC (EUA) | Uso efetivo dos modelos; dimensões de autonomia e taxa de sucesso | Mede uso real; distingue automação de complementaridade | Viés de amostragem (apenas usuários de modelos específicos); base americana | Comparação	O Anthropic Economic Index analisa um universo restrito de interações com Claude, com base em transcrições anonimizadas do Claude.ai e da API própria.	/ SOC (EUA) | Uso efetivo dos modelos; dimensões de autonomia e taxa de sucesso | Mede uso	PARTIALLY_SUPPORTED	PARTIAL_SCOPE	MAJOR	2, 22	evidence_pages/ROW-CUR-0089.pdf	https://www.anthropic.com/research/anthropic-economic-index-january-2026-report	NOTION	AUTHOR_APPROVAL	ROW-CUR-0089	ccd7d5f33d29d6d6f135ba69c6ec7456babb7251b6b0de1efa0e5d0791bcd451	1	PROPOSED
CHG-028	P2	CLAIM_TEXT	PARAGRAPH_EDIT	4.1 Abordagem de diferenças em diferenças	1	CLM-CUR-099	CIT-CUR-025	brynjolfsson_canaries_2025	A principal referência para a estratégia empírica é o estudo de Brynjolfsson, Chandar e Chen (2025). Os autores usam registros mensais da ADP, que processa a folha de mais de 25 milhões de trabalhadores nos Estados Unidos.	Uma referência para a estratégia empírica é Brynjolfsson, Chandar e Chen (2025), que estimam uma regressão Poisson em formato de event study com efeitos firma-quintil e firma-tempo.	Os autores usam registros mensais da ADP, que processa a folha de mais de 25 milhões de trabalhadores	PARTIALLY_SUPPORTED	PARTIAL_SCOPE	MINOR	1, 11-12	evidence_pages/ROW-CUR-0109.pdf	https://digitaleconomy.stanford.edu/publications/canaries-in-the-coal-mine/	NOTION	AUTHOR_APPROVAL	ROW-CUR-0109	a4db08929364c2acf51e15d79972ebd015607665e6eed5b09deec63f1660b66a	1	PROPOSED
CHG-038	P2	CLAIM_TEXT	PARAGRAPH_EDIT	4.5 Testes de robustez e diagnósticos	7	CLM-CUR-132	CIT-CUR-040	rambachan_more_2023	6. Sensibilidade a tendências prévias. O procedimento de Rambachan e Roth (2023) estima quanto as tendências anteriores ao evento poderiam divergir sem alterar a conclusão. Assim, o diagnóstico não se resume a aprovar ou reprovar o teste de tendências paralelas.	O procedimento de Rambachan e Roth (2023) avalia quão diferentes as violações pós-tratamento das tendências paralelas podem ser das pré-tendências antes que uma conclusão causal deixe de ser sustentada.	6. Sensibilidade a tendências prévias. O procedimento de Rambachan e Roth (2023) estima quanto as tendências anteriores ao	PARTIALLY_SUPPORTED	MISATTRIBUTED_METHOD	MAJOR	2583-2584	evidence_pages/ROW-CUR-0162.pdf	https://doi.org/10.1093/restud/rdad018	NOTION	AUTHOR_APPROVAL	ROW-CUR-0162	4835920a09c3a430501587976683759c61af9bf6ce6864309ce04cb1d6f43ba7	1	PROPOSED
CHG-040	P2	CLAIM_TEXT	PARAGRAPH_EDIT	5.1 Resultados médios nacionais	13	CLM-CUR-138	CIT-CUR-041	brynjolfsson_canaries_2025	Brynjolfsson, Chandar e Chen (2025), principal referência desta seção, não encontram diferenças significativas de emprego entre ocupações mais e menos expostas fora da faixa de 22 a 25 anos e, ao contrário do que ocorre aqui, não enfrentam o problema de tendências prévias: os autores testam explicitamente se a taxonomia de exposição previa resultados de emprego antes da difusão dos modelos de linguagem — inclusive durante o pico de desemprego da pandemia de Covid-19 — e relatam que não previa, o que os leva a datar os padrões observados no fim de 2022 e início de 2023.	Reescrever como: ‘A taxonomia de exposição não previa significativamente os resultados de emprego antes da difusão dos LLMs, inclusive durante o pico de desemprego da Covid-19; os autores situam o aparecimento mais agudo dos padrões no fim de 2022 e no início de 2023.’	Brynjolfsson, Chandar e Chen (2025), principal referência desta seção, não encontram diferenças significativas de emprego entre ocupações mais	PARTIALLY_SUPPORTED	AUTHOR_INFERENCE_UNSUPPORTED	MINOR	4	evidence_pages/ROW-CUR-0168.pdf	https://digitaleconomy.stanford.edu/publications/canaries-in-the-coal-mine/	NOTION	AUTHOR_APPROVAL	ROW-CUR-0168	80a0a22565b31994cef2a2309a86fda85da0c295d69049dba37a776902a1b6ff	1	PROPOSED
CHG-045	P2	CLAIM_TEXT	PARAGRAPH_EDIT	5.2.4 Resultados por nível de escolaridade	8	CLM-CUR-162	CIT-CUR-055	hosseini_maasoum_generative_2025	A direção das estimativas dialoga com a Subseção 3.5.4, que mostrou aumento expressivo da exposição à IA com a escolaridade, mas exposição e ajuste não são equivalentes. Também é compatível com Klein Teeselink (2025), que encontra efeitos concentrados em firmas e ocupações de alta remuneração no Reino Unido. A comparação não é direta, pois remuneração não equivale a escolaridade. Brynjolfsson, Chandar e Chen (2025) mostram ainda que ocupações com menor proporção de graduados também podem ser afetadas, enquanto Hosseini Maasoum e Lichtinger (2025) identificam diferenças importantes dentro do próprio ensino superior.	Manter a afirmação substantiva, mas atualizar a chamada para Hosseini Maasoum e Lichtinger (2026) e a data da entrada bibliográfica para 2026-06-06. Alternativamente, localizar e verificar a versão arquivada de 31 de agosto de 2025 antes de conservar o ano 2025.	Brynjolfsson, Chandar e Chen (2025) mostram	PARTIALLY_SUPPORTED	PDF_VERSION_MISMATCH	MINOR	1; A.13–A.14	evidence_pages/ROW-CUR-0200.pdf	https://doi.org/10.2139/ssrn.5425555	NOTION	AUTHOR_APPROVAL; SOURCE_ALIGNMENT	ROW-CUR-0200	c4676375f9176e9c8368b12ac7b48ebcd07db9e8cc0a29a558f3a62c24ed34dc	1	PROPOSED
CHG-046	P2	SOURCE_VERSION_ALIGNMENT	SYSTEM_ALIGNMENT	1 Introdução	1	CLM-CUR-001;CLM-CUR-002;CLM-CUR-003;CLM-CUR-004	CIT-CUR-001	bick_rapid_2024	BICK, Alexander; BLANDIN, Adam; DEMING, David J. **The rapid adoption of generative AI**. \[*S. l.*\]: Federal Reserve Bank of St. Louis, 2024. DOI: [https://doi.org/10.20955/wp.2024.027](https://doi.org/10.20955/wp.2024.027). Disponível em: [https://doi.org/10.20955/wp.2024.027](https://doi.org/10.20955/wp.2024.027). Acesso em: 25 jul. 2026.	Align Zotero, library.bib, the reference entry, and the in-text year to Federal Reserve Bank of St. Louis Working Paper 2024-027F, revision dated 27 October 2025.	BICK, Alexander; BLANDIN, Adam; DEMING, David J. The rapid adoption of generative AI. \[S. l.\]: Federal Reserve Bank	SUPPORTED	PDF_VERSION_MISMATCH		6-7;2, 9-10;9-10;2, 10, 13	evidence_pages/ROW-CUR-0001.pdf;evidence_pages/ROW-CUR-0002.pdf;evidence_pages/ROW-CUR-0003.pdf;evidence_pages/ROW-CUR-0004.pdf	https://doi.org/10.20955/wp.2024.027	BOTH	AUTHOR_VERSION_DECISION; ZOTERO_REEXPORT		119f60f8e06043f629defb70460732e30f68515940253a49495377e597e35d97	1	PROPOSED
CHG-047	P2	SOURCE_VERSION_ALIGNMENT	SYSTEM_ALIGNMENT	1 Introdução	2	CLM-CUR-007;CLM-CUR-008;CLM-CUR-009;CLM-CUR-010;CLM-CUR-011;CLM-CUR-142;CLM-CUR-143;CLM-CUR-146;CLM-CUR-147;CLM-CUR-151;CLM-CUR-162	CIT-CUR-004;CIT-CUR-044;CIT-CUR-049;CIT-CUR-055	hosseini_maasoum_generative_2025	HOSSEINI MAASOUM, Seyed Mahdi; LICHTINGER, Guy. **Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job posting data**. \[*S. l.*\]: SSRN, 31 ago. 2025. DOI: [https://doi.org/10.2139/ssrn.5425555](https://doi.org/10.2139/ssrn.5425555). Disponível em: [https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5425555](https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5425555). Acesso em: 25 jul. 2026.	The audited PDF is dated 6 June 2026, while library.bib and the Notion reference identify the 31 August 2025 version. Either update the record and citation year or restore and audit the cited version.	HOSSEINI MAASOUM, Seyed Mahdi; LICHTINGER, Guy. Generative AI as seniority-biased technological change: Evidence from U.S. résumé and job	OVERSTATED;PARTIALLY_SUPPORTED;SUPPORTED	PDF_VERSION_MISMATCH	MAJOR;MAJOR;MINOR;MINOR	3, 5, 41-42, 44;5-7;1, 33;41-42, A.13-A.14;19;1, 40–41;40-41;40-42;1, 5–6, A.13–A.14;1; A.13–A.14	evidence_pages/ROW-CUR-0008.pdf;evidence_pages/ROW-CUR-0011.pdf;evidence_pages/ROW-CUR-0014.pdf;evidence_pages/ROW-CUR-0017.pdf;evidence_pages/ROW-CUR-0020.pdf;evidence_pages/ROW-CUR-0172.pdf;evidence_pages/ROW-CUR-0173.pdf;evidence_pages/ROW-CUR-0178.pdf;evidence_pages/ROW-CUR-0182.pdf;evidence_pages/ROW-CUR-0188.pdf;evidence_pages/ROW-CUR-0200.pdf	https://doi.org/10.2139/ssrn.5425555	BOTH	AUTHOR_VERSION_DECISION; ZOTERO_REEXPORT	ROW-CUR-0014;ROW-CUR-0172;ROW-CUR-0188;ROW-CUR-0200	192f8aab207568462b9554f42d0202b8aeb18bb938d578286ceb746895fac3b3	1	PROPOSED
CHG-048	P2	SOURCE_VERSION_ALIGNMENT	SYSTEM_ALIGNMENT	1 Introdução	2	CLM-CUR-007;CLM-CUR-008;CLM-CUR-009;CLM-CUR-010;CLM-CUR-011;CLM-CUR-118;CLM-CUR-119;CLM-CUR-120;CLM-CUR-144;CLM-CUR-145;CLM-CUR-146;CLM-CUR-147;CLM-CUR-151;CLM-CUR-159;CLM-CUR-160;CLM-CUR-163;CLM-CUR-164;CLM-CUR-165	CIT-CUR-005;CIT-CUR-033;CIT-CUR-045;CIT-CUR-050;CIT-CUR-053;CIT-CUR-056	klein_teeselink_generative_2025	KLEIN TEESELINK, Bouke. **Generative AI and labor market outcomes: Evidence from the United Kingdom**. \[*S. l.*\]: SSRN, 22 set. 2025. DOI: [https://doi.org/10.2139/ssrn.5516798](https://doi.org/10.2139/ssrn.5516798). Disponível em: [https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798](https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5516798). Acesso em: 25 jul. 2026.	Align the Notion reference dated 22 September 2025 with the 21 December 2025 version recorded in library.bib and the stored PDF.	KLEIN TEESELINK, Bouke. Generative AI and labor market outcomes: Evidence from the United Kingdom. \[S. l.\]: SSRN, 22	OVERSTATED;PARTIALLY_SUPPORTED;SUPPORTED	PDF_VERSION_MISMATCH	MAJOR	4, 27-28;15, 20;15, 20, 27-28;20-21;1, 2, 4;11;1, 3;17-18;14-15, 17, 20;4, 14, 20;3, 6, 23;23-24;23;28	evidence_pages/ROW-CUR-0009.pdf;evidence_pages/ROW-CUR-0012.pdf;evidence_pages/ROW-CUR-0015.pdf;evidence_pages/ROW-CUR-0018.pdf;evidence_pages/ROW-CUR-0021.pdf;evidence_pages/ROW-CUR-0146.pdf;evidence_pages/ROW-CUR-0147.pdf;evidence_pages/ROW-CUR-0148.pdf;evidence_pages/ROW-CUR-0174.pdf;evidence_pages/ROW-CUR-0175.pdf;evidence_pages/ROW-CUR-0179.pdf;evidence_pages/ROW-CUR-0183.pdf;evidence_pages/ROW-CUR-0189.pdf;evidence_pages/ROW-CUR-0197.pdf;evidence_pages/ROW-CUR-0198.pdf;evidence_pages/ROW-CUR-0201.pdf;evidence_pages/ROW-CUR-0202.pdf;evidence_pages/ROW-CUR-0203.pdf	https://doi.org/10.2139/ssrn.5516798	BOTH	AUTHOR_VERSION_DECISION; ZOTERO_REEXPORT		d97b496ce2d0f61f85ce9654c34ed2448bdec1b0277ef33853a6ba1a50daf9d7	1	PROPOSED
CHG-049	P2	SOURCE_VERSION_ALIGNMENT	SYSTEM_ALIGNMENT	4.1 Abordagem de diferenças em diferenças	5	CLM-CUR-110;CLM-CUR-111;CLM-CUR-139;CLM-CUR-140;CLM-CUR-146;CLM-CUR-147	CIT-CUR-028;CIT-CUR-042	humlum_still_2025	HUMLUM, Anders; VESTERGAARD, Emilie. **Still waters, rapid currents: Early labor market transformation under generative AI**. Cambridge, MA: National Bureau of Economic Research, maio 2025. DOI: [https://doi.org/10.3386/w33777](https://doi.org/10.3386/w33777). Disponível em: [https://www.nber.org/papers/w33777](https://www.nber.org/papers/w33777). Acesso em: 25 jul. 2026.	Align the May 2025 title/date in the Notion reference with the official NBER revision stored and audited (revised March 2026), including its current title and version note.	HUMLUM, Anders; VESTERGAARD, Emilie. Still waters, rapid currents: Early labor market transformation under generative AI. Cambridge, MA: National	SUPPORTED	PDF_VERSION_MISMATCH		19;1, 3;33–34;3	evidence_pages/ROW-CUR-0120.pdf;evidence_pages/ROW-CUR-0121.pdf;evidence_pages/ROW-CUR-0169.pdf;evidence_pages/ROW-CUR-0170.pdf;evidence_pages/ROW-CUR-0176.pdf;evidence_pages/ROW-CUR-0180.pdf	https://doi.org/10.3386/w33777	BOTH	AUTHOR_VERSION_DECISION; ZOTERO_REEXPORT		b50a2ffc0f3182e7c400410572e35a6a87316c5542f2559aa11673e082f564b7	1	PROPOSED
CHG-050	P2	SOURCE_VERSION_ALIGNMENT	SYSTEM_ALIGNMENT	5.1 Resultados médios nacionais	13	CLM-CUR-141;CLM-CUR-146;CLM-CUR-147	CIT-CUR-043	chandar_tracking_2025	CHANDAR, Bharat. **Tracking employment changes in AI-exposed jobs**. \[*S. l.*\]: Stanford Digital Economy Laboratory, 3 jun. 2025. DOI: [https://doi.org/10.2139/ssrn.5384519](https://doi.org/10.2139/ssrn.5384519). Disponível em: [https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5384519](https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5384519). Acesso em: 25 jul. 2026.	Align the 3 June 2025 Notion/library metadata with the audited PDF revision dated 1 August 2025, or restore the cited June file.	CHANDAR, Bharat. Tracking employment changes in AI-exposed jobs. \[S. l.\]: Stanford Digital Economy Laboratory, 3 jun. 2025. DOI:	SUPPORTED	PDF_VERSION_MISMATCH	MINOR	1, 6-7;1, 4, 6-8	evidence_pages/ROW-CUR-0171.pdf;evidence_pages/ROW-CUR-0177.pdf;evidence_pages/ROW-CUR-0181.pdf	https://doi.org/10.2139/ssrn.5384519	BOTH	AUTHOR_VERSION_DECISION; ZOTERO_REEXPORT	ROW-CUR-0171;ROW-CUR-0177;ROW-CUR-0181	da343bb7d0269c244ba81494a7cc0991095bdae71478505413957760f6727298	1	PROPOSED
CHG-051	P2	SOURCE_VERSION_ALIGNMENT	SYSTEM_ALIGNMENT	4.1 Abordagem de diferenças em diferenças	6	CLM-CUR-112;CLM-CUR-113;CLM-CUR-114;CLM-CUR-115;CLM-CUR-116;CLM-CUR-117	CIT-CUR-029	goodman_bacon_difference_2021	Difference-in-Differences with Variation in Treatment Timing	Replace the 2018 working-paper PDF with the published 2021 article, or explicitly cite the working paper and recheck its pagination.	N/A	NOT_VERIFIABLE;PARTIALLY_SUPPORTED;SUPPORTED	PDF_VERSION_MISMATCH	MAJOR	capa sem numeração; 2;capa sem numeração; 1-2;capa sem paginação; 1-2;N/A (capa sem paginação impressa); 2;capa não numerada; 5-6;capa sem numeração; 1-2; 19	evidence_pages/ROW-CUR-0122.pdf;evidence_pages/ROW-CUR-0126.pdf;evidence_pages/ROW-CUR-0130.pdf;evidence_pages/ROW-CUR-0134.pdf;evidence_pages/ROW-CUR-0138.pdf;evidence_pages/ROW-CUR-0142.pdf	https://doi.org/10.1016/j.jeconom.2021.03.014	ZOTERO_BIB_PDF	AUTHOR_VERSION_DECISION; ZOTERO_REEXPORT	ROW-CUR-0122;ROW-CUR-0126;ROW-CUR-0130;ROW-CUR-0134;ROW-CUR-0138;ROW-CUR-0142	c968a9d9ebeb473a5dd827d722fdfc599025d8382e4d3945cf9a9d8d76134cbd	N/A	PROPOSED
CHG-052	P2	SOURCE_VERSION_ALIGNMENT	SYSTEM_ALIGNMENT	4.1 Abordagem de diferenças em diferenças	6	CLM-CUR-112;CLM-CUR-113;CLM-CUR-114;CLM-CUR-115;CLM-CUR-116;CLM-CUR-117	CIT-CUR-030	callaway_difference_2021	Difference-in-Differences with Multiple Time Periods	Replace the archived arXiv manuscript with the published 2021 article associated with the DOI, then recheck page locators.	N/A	PARTIALLY_SUPPORTED;SUPPORTED	PDF_VERSION_MISMATCH	MINOR	1, 4;1-2;1, 11;2, 6, 14;2, 8-9, 25, 29, 32	evidence_pages/ROW-CUR-0123.pdf;evidence_pages/ROW-CUR-0127.pdf;evidence_pages/ROW-CUR-0131.pdf;evidence_pages/ROW-CUR-0135.pdf;evidence_pages/ROW-CUR-0139.pdf;evidence_pages/ROW-CUR-0143.pdf	https://doi.org/10.1016/j.jeconom.2020.12.001	ZOTERO_BIB_PDF	AUTHOR_VERSION_DECISION; ZOTERO_REEXPORT	ROW-CUR-0123;ROW-CUR-0127;ROW-CUR-0131;ROW-CUR-0135	516ffade7b5685f53e8bd73a5245c9c49cf02677d44873cef6b27c4995e504eb	N/A	PROPOSED
CHG-053	P2	SOURCE_VERSION_ALIGNMENT	SYSTEM_ALIGNMENT	4.1 Abordagem de diferenças em diferenças	6	CLM-CUR-112;CLM-CUR-113;CLM-CUR-114;CLM-CUR-115;CLM-CUR-116;CLM-CUR-117	CIT-CUR-031	sun_estimating_2021	Estimating Dynamic Treatment Effects in Event Studies with Heterogeneous Treatment Effects	Replace the 2020 arXiv manuscript with the published 2021 article, or identify the preprint explicitly in the bibliography.	N/A	PARTIALLY_SUPPORTED;SUPPORTED	PDF_VERSION_MISMATCH	MINOR;MINOR;MINOR	unnumbered title page; 2;folha de rosto sem numeração; 2; 5; 9-10;folha de rosto sem numeração; 2;5, 24;unnumbered title page; 5; 9-10;unnumbered title page; 5; 7; 29-30	evidence_pages/ROW-CUR-0124.pdf;evidence_pages/ROW-CUR-0128.pdf;evidence_pages/ROW-CUR-0132.pdf;evidence_pages/ROW-CUR-0136.pdf;evidence_pages/ROW-CUR-0140.pdf;evidence_pages/ROW-CUR-0144.pdf	https://doi.org/10.1016/j.jeconom.2020.09.006	ZOTERO_BIB_PDF	AUTHOR_VERSION_DECISION; ZOTERO_REEXPORT	ROW-CUR-0124;ROW-CUR-0128;ROW-CUR-0132;ROW-CUR-0136;ROW-CUR-0140;ROW-CUR-0144	a4f4c1c85d06903c750abe4bd3455db0ecc68b7f4f7e6b3025768c9e2ebb60ec	N/A	PROPOSED
CHG-054	P2	SOURCE_VERSION_ALIGNMENT	SYSTEM_ALIGNMENT	4.1 Abordagem de diferenças em diferenças	6	CLM-CUR-112;CLM-CUR-113;CLM-CUR-114;CLM-CUR-115;CLM-CUR-116;CLM-CUR-117	CIT-CUR-032	de_chaisemartin_two-way_2020	Two-Way Fixed Effects Estimators with Heterogeneous Treatment Effects	Align the stored pre-publication PDF with the final American Economic Review article and refresh page locators.	N/A	PARTIALLY_SUPPORTED;SUPPORTED	PDF_VERSION_MISMATCH	MAJOR;MINOR	9-10;1, 4, 8-10;2, 4;1-3;1-2, 4, 13	evidence_pages/ROW-CUR-0125.pdf;evidence_pages/ROW-CUR-0129.pdf;evidence_pages/ROW-CUR-0133.pdf;evidence_pages/ROW-CUR-0137.pdf;evidence_pages/ROW-CUR-0141.pdf;evidence_pages/ROW-CUR-0145.pdf	https://doi.org/10.1257/aer.20181169	ZOTERO_BIB_PDF	AUTHOR_VERSION_DECISION; ZOTERO_REEXPORT	ROW-CUR-0129;ROW-CUR-0137;ROW-CUR-0141;ROW-CUR-0145	899cabd8066b56afa203fe9d1ccd68dd056fe669703b6bcd6eae27566cd46b64	N/A	PROPOSED
CHG-055	P2	SOURCE_VERSION_ALIGNMENT	SYSTEM_ALIGNMENT	4.3 Especificação econométrica e desfechos	18	CLM-CUR-122;CLM-CUR-123	CIT-CUR-035	santos_silva_log_2006	The Log of Gravity	Replace the archived earlier manuscript with the published 2006 Review of Economics and Statistics article.	N/A	PARTIALLY_SUPPORTED;SUPPORTED	PDF_VERSION_MISMATCH	MINOR;MINOR;MAJOR	capa sem numeração; 2-3; 10;28, 31	evidence_pages/ROW-CUR-0150.pdf;evidence_pages/ROW-CUR-0152.pdf	https://doi.org/10.1162/rest.88.4.641	ZOTERO_BIB_PDF	AUTHOR_VERSION_DECISION; ZOTERO_REEXPORT	ROW-CUR-0150;ROW-CUR-0152	53075e3794be04ebbd1c0f18ca1febbe63eeebfbf02d16e088ca48033040133a	N/A	PROPOSED
CHG-056	P2	SOURCE_VERSION_ALIGNMENT	SYSTEM_ALIGNMENT	4.3 Especificação econométrica e desfechos	18	CLM-CUR-122;CLM-CUR-123	CIT-CUR-036	chen_logs_2024	Logs with Zeros? Some Problems and Solutions	Replace the arXiv manuscript with the published Quarterly Journal of Economics article and refresh page locators.	N/A	PARTIALLY_SUPPORTED;SUPPORTED	PDF_VERSION_MISMATCH	MAJOR;MAJOR;MINOR	1-2, 6;Main text pp. 1-2; Appendix pp. 7-8, 11	evidence_pages/ROW-CUR-0151.pdf;evidence_pages/ROW-CUR-0153.pdf	https://doi.org/10.1093/qje/qjad054	ZOTERO_BIB_PDF	AUTHOR_VERSION_DECISION; ZOTERO_REEXPORT	ROW-CUR-0151;ROW-CUR-0153	4473fd53872ad65674b2b3e928ecae0fc0e6c9745a010f881d9d96a4ee634f22	N/A	PROPOSED
CHG-057	P3	CITATION_FORMAT	EXACT_REPLACEMENT	1 Introdução	1	CLM-CUR-001;CLM-CUR-002;CLM-CUR-003;CLM-CUR-004	CIT-CUR-001	bick_rapid_2024	(Bick; Blandin; Deming, 2024)	(Bick; Blandin; Deming, 2025)	(Bick; Blandin; Deming, 2024)	SUPPORTED	ABNT_IN_TEXT_FORMAT		6-7;2, 9-10;9-10;2, 10, 13	evidence_pages/ROW-CUR-0001.pdf;evidence_pages/ROW-CUR-0002.pdf;evidence_pages/ROW-CUR-0003.pdf;evidence_pages/ROW-CUR-0004.pdf	https://doi.org/10.20955/wp.2024.027	NOTION	Align the in-text year with revision F dated 27 October 2025; keep the historical citation key unchanged.		8cc817dd2186e015cd8ce3c5ec768a134c54b22d87fc7c526392863cef49d617	1	PROPOSED
CHG-058	P3	CITATION_FORMAT	EXACT_REPLACEMENT	4.1 Abordagem de diferenças em diferenças	1	CLM-CUR-102;CLM-CUR-103;CLM-CUR-104;CLM-CUR-105;CLM-CUR-106;CLM-CUR-107;CLM-CUR-108	CIT-CUR-026	brynjolfsson_canaries_2025	(Brynjolfsson, Chandar e Chen, 2025, p. 12)	(Brynjolfsson; Chandar; Chen, 2025, p. 12)	(Brynjolfsson, Chandar e Chen, 2025, p. 12)	SUPPORTED	ABNT_IN_TEXT_FORMAT		12;11-12;12, 16;3	evidence_pages/ROW-CUR-0112.pdf;evidence_pages/ROW-CUR-0113.pdf;evidence_pages/ROW-CUR-0114.pdf;evidence_pages/ROW-CUR-0115.pdf;evidence_pages/ROW-CUR-0116.pdf;evidence_pages/ROW-CUR-0117.pdf;evidence_pages/ROW-CUR-0118.pdf	https://digitaleconomy.stanford.edu/publications/canaries-in-the-coal-mine/	NOTION	Use semicolons between coauthors in a parenthetical citation.		edfd746322847fc7d0414752c32a651a737e0009176e5afe775e2f33fa14cfde	1	PROPOSED
